txno,    txndate,   custno, amount,      category,       product,                 city,     state,     spendby
2426,03-25-2011,4003382,102.36,Games,Bingo Sets,Coral Springs,Florida,credit
2427,08-02-2011,4004501,12.49,Jumping,Trampolines,Coral Springs,Florida,credit
2428,06-12-2011,4000943,168.26,Exercise & Fitness,Stopwatches,Irvine,California,credit
2429,01-11-2011,4003121,173.12,Gymnastics,Vaulting Horses,Long Beach,California,credit
2430,01-20-2011,4009930,53.5,Indoor Games,Ping Pong,Jersey City,New Jersey,credit
2431,04-24-2011,4003650,47.7,Water Sports,Swimming,Detroit,Michigan,credit
2432,09-28-2011,4003061,87.79,Combat Sports,Boxing,Huntsville,Alabama,credit
2433,07-27-2011,4003457,21.17,Water Sports,Kitesurfing,San Antonio,Texas,credit
2434,11-18-2011,4007889,97.09,Team Sports,Baseball,Chicago,Illinois,credit
2435,09-24-2011,4003484,177.68,Team Sports,Soccer,New York,New York,credit
2436,11-17-2011,4007271,118.33,Outdoor Recreation,Lawn Games,St. Petersburg,Florida,credit
2437,05-10-2011,4004904,11.96,Team Sports,Curling,Irving,Texas,credit
2438,09-15-2011,4002515,30.04,Winter Sports,Cross-Country Skiing,Irvine,California,credit
2439,04-10-2011,4005812,181.32,Games,Dice Games,Saint Paul,Minnesota,credit
2440,11-11-2011,4002380,33.33,Water Sports,Water Tubing,Columbia,Missouri,credit
2441,01-07-2011,4002333,163.01,Exercise & Fitness,Exercise Balls,Pasadena,Texas,credit
2442,04-21-2011,4008167,161.95,Team Sports,Basketball,Irvine,California,credit
2443,12-15-2011,4007142,63.02,Team Sports,Baseball,Seattle,Washington,credit
2444,11-10-2011,4000944,77.83,Racquet Sports,Tennis,Plano,Texas,credit
2445,08-21-2011,4001760,183.55,Outdoor Recreation,Camping & Backpacking & Hiking,Kansas City,Missouri,credit
2446,05-28-2011,4001592,100.07,Outdoor Recreation,Geocaching,Hartford,Connecticut,credit
2447,08-18-2011,4001330,192.92,Gymnastics,Springboards,Honolulu  ,Hawaii,credit
2448,08-11-2011,4004169,81.33,Combat Sports,Boxing,Columbus,Ohio,credit
2449,12-25-2011,4009050,21.38,Water Sports,Water Tubing,Colorado Springs,Colorado,cash
2450,12-24-2011,4000987,10.73,Exercise & Fitness,Weightlifting Gloves,Omaha,Nebraska,cash
2451,05-18-2011,4006125,31.76,Gymnastics,Gymnastics Rings,Minneapolis,Minnesota,cash
2452,06-08-2011,4002124,77.75,Exercise & Fitness,Weightlifting Gloves,Irving,Texas,credit
2453,04-13-2011,4003329,123.8,Team Sports,Cheerleading,Stamford,Connecticut,credit
2454,12-06-2011,4007766,150.6,Outdoor Recreation,Geocaching,Charleston,South Carolina,credit
2455,07-30-2011,4007687,119.19,Racquet Sports,Squash,Tampa,Florida,credit
2456,01-22-2011,4004114,192.87,Exercise & Fitness,Weightlifting Machines,Boston,Massachusetts,credit
2457,09-10-2011,4009620,109.63,Team Sports,Football,Milwaukee,Wisconsin,credit
2458,03-24-2011,4004912,5.2,Exercise & Fitness,Jump Ropes,Everett,Washington,cash
2459,12-01-2011,4007745,54.62,Exercise & Fitness,Weightlifting Gloves,Pasadena,Texas,credit
2460,08-18-2011,4003022,108.24,Outdoor Recreation,Equestrian,Dallas,Texas,credit
2461,03-12-2011,4006127,6.47,Indoor Games,Foosball,Irving,Texas,cash
2462,04-10-2011,4005533,119.66,Winter Sports,Snowmobiling,Reno,Nevada,credit
2463,01-10-2011,4007795,117.31,Exercise & Fitness,Gym Mats,Hartford,Connecticut,credit
2464,10-20-2011,4004935,185.92,Exercise & Fitness,Cardio Machines,Vancouver,Washington,credit
2465,08-19-2011,4003232,69.5,Water Sports,Swimming,Eugene,Oregon,credit
2466,11-06-2011,4002420,52.82,Exercise & Fitness,Stopwatches,Washington,District of Columbia,credit
2467,08-30-2011,4004035,187.44,Outdoor Recreation,Geocaching,Fremont,California,credit
2468,08-29-2011,4004005,124.12,Team Sports,Beach Volleyball,Atlanta,Georgia,credit
2469,08-23-2011,4003289,179.62,Winter Sports,Cross-Country Skiing,Lowell,Massachusetts,credit
2470,05-29-2011,4008158,125.51,Outdoor Recreation,Archery,Nashville  ,Tennessee,credit
2471,12-08-2011,4001765,172.5,Gymnastics,Pommel Horses,Pittsburgh,Pennsylvania,credit
2472,08-18-2011,4008187,16.37,Water Sports,Towed Water Sports,Everett,Washington,cash
2473,06-27-2011,4008119,175.79,Outdoor Recreation,Lawn Games,Miami,Florida,credit
2474,02-03-2011,4001937,117.49,Team Sports,Curling,Hampton  ,Virginia,credit
2475,09-12-2011,4004061,67.77,Team Sports,Football,Salem,Oregon,credit
2476,04-10-2011,4000041,144.73,Outdoor Recreation,Golf,Irvine,California,credit
2477,01-14-2011,4007217,157.66,Exercise & Fitness,Free Weight Bars,Overland Park,Kansas,credit
2478,12-25-2011,4000344,173.89,Exercise & Fitness,Free Weights,San Francisco,California,credit
2479,01-15-2011,4006953,46.79,Jumping,Trampoline Accessories,Kansas City,Kansas,cash
2480,11-30-2011,4000171,172.24,Outdoor Recreation,Ice Climbing,Nashville  ,Tennessee,credit
2481,12-14-2011,4000331,66.07,Exercise & Fitness,Foam Rollers,Philadelphia,Pennsylvania,credit
2482,06-01-2011,4006915,138.22,Gymnastics,Gymnastics Rings,Indianapolis ,Indiana,credit
2483,12-01-2011,4001189,82.35,Exercise & Fitness,Abdominal Equipment,Boston,Massachusetts,credit
2484,10-04-2011,4007700,10.18,Exercise & Fitness,Medicine Balls,Montgomery,Alabama,cash
2485,05-30-2011,4008427,125.19,Gymnastics,Balance Beams,Alexandria  ,Virginia,credit
2486,04-07-2011,4005828,187.64,Team Sports,Field Hockey,Austin,Texas,credit
2487,12-03-2011,4000524,194.98,Outdoor Recreation,Golf,Hampton  ,Virginia,credit
2488,12-06-2011,4004436,12.15,Outdoor Recreation,Skating,Washington,District of Columbia,cash
2489,12-16-2011,4008137,16.1,Team Sports,Hockey,Minneapolis,Minnesota,cash
2490,03-19-2011,4006138,124.15,Outdoor Recreation,Tetherball,Jersey City,New Jersey,credit
2491,08-03-2011,4007163,80.28,Team Sports,Curling,Bellevue,Washington,credit
2492,06-04-2011,4001453,159.77,Combat Sports,Boxing,Houston,Texas,credit
2493,10-10-2011,4005713,157.54,Gymnastics,Vaulting Horses,Scottsdale,Arizona,credit
2494,11-22-2011,4005929,176.61,Outdoor Recreation,Golf,Reno,Nevada,credit
2495,01-28-2011,4003574,132.53,Water Sports,Bodyboarding,Dallas,Texas,credit
2496,07-06-2011,4005367,118.5,Team Sports,Lacrosse,Jacksonville ,Florida,credit
2497,12-15-2011,4000891,185.23,Winter Sports,Bobsledding,Irvine,California,credit
2498,08-25-2011,4004976,73.46,Outdoor Play Equipment,Outdoor Playsets,Everett,Washington,credit
2499,09-06-2011,4007822,136.37,Indoor Games,Bowling,Lincoln,Nebraska,credit
2500,07-30-2011,4002465,166.98,Racquet Sports,Racquetball,Seattle,Washington,credit
2501,08-17-2011,4001727,16.85,Water Sports,Scuba Diving & Snorkeling,San Diego,California,credit
2502,06-12-2011,4008908,24.47,Exercise & Fitness,Weight Benches,Durham,North Carolina,credit
2503,05-05-2011,4008563,148.69,Exercise & Fitness,Free Weight Bars,Atlanta,Georgia,credit
2504,09-08-2011,4008600,158.97,Exercise & Fitness,Medicine Balls,Westminster,Colorado,credit
2505,04-10-2011,4004877,130.01,Team Sports,Rugby,Irvine,California,credit
2506,02-19-2011,4009147,192.01,Outdoor Recreation,Track & Field,Coral Springs,Florida,credit
2507,04-04-2011,4000026,117.19,Team Sports,Indoor Volleyball,Miami,Florida,credit
2508,05-10-2011,4003940,199.48,Exercise & Fitness,Free Weights,Salem,Oregon,credit
2509,03-02-2011,4004721,91.11,Puzzles,Jigsaw Puzzles,Anaheim,California,credit
2510,10-04-2011,4004194,172.97,Games,Card Games,Scottsdale,Arizona,credit
2511,10-31-2011,4001109,22.12,Outdoor Recreation,Lawn Games,Baltimore,Maryland,credit
2512,04-25-2011,4006416,179.18,Water Sports,Swimming,Coral Springs,Florida,credit
2513,09-09-2011,4001570,152.73,Team Sports,Baseball,Scottsdale,Arizona,credit
2514,03-02-2011,4004722,181.74,Exercise & Fitness,Weightlifting Machine Accessories,Baltimore,Maryland,credit
2515,05-19-2011,4006889,116.45,Outdoor Recreation,Disc Golf,Hartford,Connecticut,credit
2516,11-19-2011,4000194,91.01,Winter Sports,Snowmobiling,Brownsville,Texas,credit
2517,02-14-2011,4004695,192.42,Indoor Games,Air Hockey,Las Vegas,Nevada,credit
2518,07-03-2011,4004396,47.78,Exercise & Fitness,Free Weight Bars,Minneapolis,Minnesota,credit
2519,05-03-2011,4009927,144.86,Exercise & Fitness,Weight Benches,Irvine,California,credit
2520,10-05-2011,4008203,37.74,Gymnastics,Springboards,Charleston,South Carolina,credit
2521,10-03-2011,4000522,55.57,Games,Dice Games,Madison,Wisconsin,credit
2522,07-01-2011,4002327,122.24,Water Sports,Whitewater Rafting,Alexandria  ,Virginia,credit
2523,06-01-2011,4001953,169.98,Games,Mahjong,Jacksonville ,Florida,credit
2524,08-25-2011,4002752,120.93,Exercise & Fitness,Free Weights,Saint Paul,Minnesota,credit
2525,03-20-2011,4002192,194.35,Team Sports,Cheerleading,Irving,Texas,credit
2526,07-23-2011,4000862,88.95,Air Sports,Parachutes,Minneapolis,Minnesota,credit
2527,09-11-2011,4002300,174.36,Games,Poker Chips & Sets,Oklahoma City,Oklahoma,credit
2528,03-08-2011,4003658,129.02,Indoor Games,Darts,San Francisco,California,credit
2529,07-02-2011,4005083,84.73,Combat Sports,Wrestling,Eugene,Oregon,credit
2530,12-09-2011,4000461,57.93,Combat Sports,Fencing,Centennial,Colorado,credit
2531,08-13-2011,4005187,49.4,Jumping,Trampoline Accessories,San Jose,California,credit
2532,01-18-2011,4002001,41.06,Winter Sports,Luge,Phoenix,Arizona,credit
2533,08-10-2011,4000101,102.34,Exercise & Fitness,Medicine Balls,New York,New York,credit
2534,01-27-2011,4005295,37.55,Jumping,Trampolines,Irving,Texas,credit
2535,09-23-2011,4000927,131.99,Water Sports,Wetsuits,Irving,Texas,credit
2536,12-16-2011,4001684,152.24,Racquet Sports,Racquetball,Tampa,Florida,credit
2537,07-06-2011,4008387,122.62,Winter Sports,Luge,Los Angeles,California,credit
2538,03-18-2011,4001429,131.84,Racquet Sports,Squash,Hartford,Connecticut,credit
2539,05-17-2011,4004753,177.27,Games,Dice & Dice Sets,West Valley City,Utah,credit
2540,06-30-2011,4001241,152.87,Outdoor Recreation,Cycling,Long Beach,California,credit
2541,12-07-2011,4008249,124.38,Outdoor Recreation,Hunting,San Antonio,Texas,credit
2542,04-17-2011,4005003,24.09,Indoor Games,Table Shuffleboard,West Valley City,Utah,cash
2543,08-25-2011,4005744,140.12,Jumping,Trampolines,West Valley City,Utah,credit
2544,05-03-2011,4008558,144.86,Outdoor Recreation,Rock Climbing,Washington,District of Columbia,credit
2545,08-13-2011,4003908,59.9,Games,Board Games,Berkeley,California,credit
2546,08-09-2011,4007636,35.96,Water Sports,Windsurfing,St. Louis  ,Missouri,cash
2547,08-02-2011,4007832,75.13,Combat Sports,Wrestling,Boise,Idaho,credit
2548,08-05-2011,4005907,97.22,Exercise & Fitness,Jump Ropes,Detroit,Michigan,credit
2549,09-19-2011,4008662,188.39,Exercise & Fitness,Cardio Machines,Tampa,Florida,credit
2550,08-01-2011,4004734,132.81,Outdoor Recreation,Cycling,Saint Paul,Minnesota,credit
2551,02-02-2011,4008395,108.83,Outdoor Recreation,Hunting,Irvine,California,credit
2552,04-27-2011,4006556,51.38,Outdoor Recreation,Rock Climbing,Irvine,California,credit
2553,07-27-2011,4009745,38.13,Winter Sports,Sledding,St. Louis  ,Missouri,cash
2554,06-26-2011,4005029,106.43,Outdoor Recreation,Shooting Games,Indianapolis ,Indiana,credit
2555,12-07-2011,4008130,164.94,Exercise & Fitness,Jump Ropes,Lexington,Kentucky,credit
2556,02-27-2011,4003357,37.34,Team Sports,Field Hockey,Alexandria  ,Virginia,cash
2557,04-12-2011,4008122,156.13,Games,Dice & Dice Sets,Bellevue,Washington,credit
2558,03-15-2011,4003406,14.8,Winter Sports,Snowshoeing,Centennial,Colorado,cash
2559,02-23-2011,4001139,146.76,Water Sports,Windsurfing,Denver  ,Colorado,credit
2560,05-15-2011,4000217,192.77,Winter Sports,Cross-Country Skiing,Stamford,Connecticut,credit
2561,07-05-2011,4000643,82.21,Team Sports,Football,Hartford,Connecticut,credit
2562,10-21-2011,4007760,6.33,Exercise & Fitness,Free Weights,Rockford,Illinois,cash
2563,02-07-2011,4002580,117.8,Jumping,Bungee Jumping,Dayton,Ohio,credit
2564,03-10-2011,4004008,189.51,Water Sports,Surfing,Philadelphia,Pennsylvania,credit
2565,06-17-2011,4008203,82.55,Water Sports,Whitewater Rafting,Chattanooga,Tennessee,credit
2566,09-04-2011,4002723,171.76,Racquet Sports,Squash,Houston,Texas,credit
2567,01-24-2011,4006372,179.65,Exercise & Fitness,Weightlifting Machine Accessories,Phoenix,Arizona,credit
2568,06-16-2011,4009200,175.54,Water Sports,Towed Water Sports,Kansas City,Missouri,credit
2569,02-06-2011,4004788,55.88,Winter Sports,Cross-Country Skiing,Sacramento,California,credit
2570,03-05-2011,4001051,151.7,Exercise & Fitness,Weightlifting Machine Accessories,Tampa,Florida,credit
2571,03-01-2011,4006807,57.79,Games,Poker Chips & Sets,Kansas City,Kansas,credit
2572,01-22-2011,4008775,164.78,Outdoor Play Equipment,Sandboxes,Oakland,California,credit
2573,10-02-2011,4008528,112.83,Winter Sports,Luge,Chattanooga,Tennessee,credit
2574,12-26-2011,4009283,145.71,Games,Poker Chips & Sets,Cambridge,Massachusetts,credit
2575,06-29-2011,4001848,38.64,Exercise & Fitness,Exercise Bands,West Valley City,Utah,cash
2576,07-09-2011,4000081,67.88,Air Sports,Air Suits,Washington,District of Columbia,credit
2577,07-29-2011,4000375,142.01,Games,Dice & Dice Sets,Cleveland,Ohio,credit
2578,03-04-2011,4002495,165.99,Racquet Sports,Tennis,Columbus,Ohio,credit
2579,09-19-2011,4006963,57.49,Water Sports,Windsurfing,Springfield,Illinois,credit
2580,06-24-2011,4005435,23.74,Combat Sports,Martial Arts,Los Angeles,California,cash
2581,08-17-2011,4001842,48.55,Exercise & Fitness,Cardio Machine Accessories,San Jose,California,cash
2582,10-19-2011,4007723,13.86,Racquet Sports,Tennis,Kansas City,Missouri,cash
2583,06-02-2011,4008417,159.33,Gymnastics,Gymnastics Protective Gear,Memphis,Tennessee,credit
2584,05-25-2011,4000794,114.43,Exercise & Fitness,Jump Ropes,San Diego,California,credit
2585,03-03-2011,4008936,148.31,Gymnastics,Gymnastics Rings,Stamford,Connecticut,credit
2586,12-15-2011,4003265,6.19,Indoor Games,Bowling,Phoenix,Arizona,cash
2587,07-03-2011,4000686,40.48,Outdoor Play Equipment,Water Tables,Plano,Texas,cash
2588,01-13-2011,4001148,119.99,Games,Dice & Dice Sets,Denver  ,Colorado,credit
2589,03-19-2011,4007229,27.88,Gymnastics,Springboards,Plano,Texas,cash
2590,06-17-2011,4002141,131.74,Games,Dice & Dice Sets,Pasadena,Texas,credit
2591,03-16-2011,4008644,156.2,Exercise & Fitness,Cardio Machine Accessories,San Antonio,Texas,credit
2592,09-21-2011,4008640,184.66,Racquet Sports,Badminton,Springfield,Illinois,credit
2593,08-05-2011,4006907,82.9,Games,Mahjong,San Francisco,California,credit
2594,05-04-2011,4001286,93.26,Exercise & Fitness,Cardio Machines,Chattanooga,Tennessee,credit
2595,06-29-2011,4006005,109.78,Exercise & Fitness,Weight Benches,Jersey City,New Jersey,credit
2596,05-11-2011,4000798,172.02,Outdoor Recreation,Fishing,Kansas City,Kansas,credit
2597,08-02-2011,4008235,108.48,Outdoor Recreation,Rock Climbing,Santa Ana,California,credit
2598,07-18-2011,4005668,161.12,Outdoor Recreation,Golf,Columbia,South Carolina,credit
2599,05-04-2011,4002326,190.81,Outdoor Play Equipment,Water Tables,Flint,Michigan,credit
2600,06-14-2011,4004967,198.97,Outdoor Recreation,Camping & Backpacking & Hiking,Santa Ana,California,credit
2601,07-23-2011,4008000,7.76,Gymnastics,Vaulting Horses,McKinney,Texas,credit
2602,11-07-2011,4003976,142.68,Combat Sports,Fencing,Berkeley,California,credit
2603,10-18-2011,4005805,5.15,Exercise & Fitness,Exercise Bands,Washington,District of Columbia,credit
2604,03-22-2011,4004177,196.53,Winter Sports,Sledding,Denton,Texas,credit
2605,04-26-2011,4005582,100.68,Outdoor Recreation,Fishing,Jackson,Mississippi,credit
2606,02-22-2011,4007389,28.21,Puzzles,Jigsaw Puzzles,Jacksonville ,Florida,credit
2607,11-06-2011,4001275,156.08,Water Sports,Towed Water Sports,Dallas,Texas,credit
2608,11-30-2011,4008475,94.85,Jumping,Jumping Stilts,Boise,Idaho,credit
2609,07-09-2011,4006450,151.86,Team Sports,Cricket,Stamford,Connecticut,credit
2610,07-26-2011,4000068,145.17,Outdoor Play Equipment,Playhouses,Los Angeles,California,credit
2611,11-02-2011,4006512,145.72,Team Sports,Lacrosse,Santa Ana,California,credit
2612,02-09-2011,4009814,135.4,Outdoor Recreation,Camping & Backpacking & Hiking,Detroit,Michigan,credit
2613,01-13-2011,4003411,72.11,Team Sports,Cricket,Buffalo,New York,credit
2614,03-02-2011,4003613,46.43,Team Sports,Indoor Volleyball,Rockford,Illinois,credit
2615,06-16-2011,4007480,132.32,Outdoor Recreation,Equestrian,Seattle,Washington,credit
2616,08-10-2011,4004537,89.76,Indoor Games,Billiards,Gresham,Oregon,credit
2617,02-13-2011,4008413,169.81,Air Sports,Parachutes,Montgomery,Alabama,credit
2618,07-28-2011,4006496,170.93,Indoor Games,Bowling,San Francisco,California,credit
2619,08-12-2011,4001865,133.22,Winter Sports,Snowmobiling,Omaha,Nebraska,credit
2620,01-28-2011,4003893,127,Team Sports,Soccer,Chicago,Illinois,credit
2621,03-03-2011,4003022,43.75,Outdoor Play Equipment,Swing Sets,Westminster,Colorado,credit
2622,05-10-2011,4006883,21.55,Outdoor Recreation,Archery,Jacksonville ,Florida,credit
2623,11-26-2011,4006493,159.91,Water Sports,Bodyboarding,Honolulu  ,Hawaii,credit
2624,02-16-2011,4001337,95.73,Combat Sports,Boxing,Baltimore,Maryland,credit
2625,01-15-2011,4006391,185.06,Combat Sports,Wrestling,Minneapolis,Minnesota,credit
2626,06-15-2011,4002850,9.88,Water Sports,Towed Water Sports,Cincinnati,Ohio,credit
2627,01-03-2011,4006508,194.9,Winter Sports,Snowboarding,Los Angeles,California,credit
2628,12-07-2011,4004095,106.25,Exercise & Fitness,Exercise Balls,Houston,Texas,credit
2629,02-23-2011,4004954,176.25,Team Sports,Softball,Rockford,Illinois,credit
2630,10-27-2011,4003207,131.07,Water Sports,Towed Water Sports,Charlotte,North Carolina,credit
2631,02-13-2011,4007990,151.95,Water Sports,Swimming,Salt Lake City,Utah,credit
2632,12-03-2011,4005903,114.56,Winter Sports,Snowboarding,Alexandria  ,Virginia,credit
2633,03-09-2011,4005381,66.07,Combat Sports,Wrestling,Nashville  ,Tennessee,credit
2634,03-08-2011,4003930,99.02,Outdoor Play Equipment,Outdoor Playsets,Milwaukee,Wisconsin,credit
2635,06-27-2011,4004495,173.93,Exercise & Fitness,Weight Benches,Jacksonville ,Florida,credit
2636,01-26-2011,4003621,196.86,Winter Sports,Downhill Skiing,Lexington,Kentucky,credit
2637,08-22-2011,4008151,63.79,Water Sports,Life Jackets,Portland,Oregon,credit
2638,03-26-2011,4000230,178.11,Outdoor Play Equipment,Slides,Irving,Texas,credit
2639,01-21-2011,4003706,39.03,Racquet Sports,Tennis,Miami,Florida,credit
2640,10-29-2011,4008463,176.27,Outdoor Recreation,Ice Climbing,San Jose,California,credit
2641,06-16-2011,4004912,62.04,Indoor Games,Billiards,Huntsville,Alabama,credit
2642,03-14-2011,4001297,166.47,Water Sports,Boating,Omaha,Nebraska,credit
2643,08-30-2011,4008984,83.79,Outdoor Recreation,Equestrian,Montgomery,Alabama,credit
2644,06-04-2011,4007084,92.7,Team Sports,Football,Midland,Texas,credit
2645,09-11-2011,4001839,91.9,Exercise & Fitness,Cardio Machines,Los Angeles,California,credit
2646,01-07-2011,4005442,109.19,Exercise & Fitness,Weightlifting Belts,Springfield,Illinois,credit
2647,05-27-2011,4003935,92.08,Team Sports,Football,St. Louis  ,Missouri,credit
2648,06-19-2011,4006219,187.3,Team Sports,Soccer,Orlando,Florida,credit
2649,07-14-2011,4000626,124.02,Exercise & Fitness,Exercise Balls,Columbus,Georgia,credit
2650,08-20-2011,4009308,66.08,Games,Dice Games,Kansas City,Kansas,credit
2651,06-27-2011,4009680,52.01,Exercise & Fitness,Exercise Balls,Chicago,Illinois,credit
2652,06-30-2011,4001734,158.99,Indoor Games,Foosball,Lowell,Massachusetts,credit
2653,11-07-2011,4006511,64.13,Jumping,Trampolines,Irving,Texas,credit
2654,03-16-2011,4000835,53.65,Water Sports,Windsurfing,Memphis,Tennessee,credit
2655,07-14-2011,4000761,52.93,Racquet Sports,Racquetball,Omaha,Nebraska,credit
2656,01-22-2011,4008177,103.4,Water Sports,Wetsuits,Baltimore,Maryland,credit
2657,05-16-2011,4000093,160.6,Water Sports,Swimming,Westminster,Colorado,credit
2658,12-23-2011,4006170,109.76,Outdoor Play Equipment,Swing Sets,San Antonio,Texas,credit
2659,02-09-2011,4007941,62.17,Team Sports,Baseball,Orlando,Florida,credit
2660,05-06-2011,4008765,12.9,Outdoor Recreation,Tetherball,Honolulu  ,Hawaii,cash
2661,07-15-2011,4003093,101.35,Combat Sports,Wrestling,Denton,Texas,credit
2662,09-30-2011,4002452,141.62,Outdoor Recreation,Skateboarding,Sunnyvale,California,credit
2663,05-08-2011,4009518,41.07,Outdoor Recreation,Skating,Kansas City,Missouri,cash
2664,03-29-2011,4005466,111.21,Outdoor Recreation,Fishing,Louisville,Kentucky,credit
2665,05-29-2011,4006552,16.35,Water Sports,Water Polo,Boise,Idaho,cash
2666,08-04-2011,4004385,8.59,Jumping,Trampoline Accessories,Oakland,California,cash
2667,09-03-2011,4008117,147.15,Gymnastics,Pommel Horses,Springfield,Illinois,credit
2668,12-09-2011,4000637,141.81,Outdoor Recreation,Camping & Backpacking & Hiking,Irvine,California,credit
2669,05-08-2011,4009534,91.06,Games,Dice Games,Cincinnati,Ohio,credit
2670,06-14-2011,4006103,15.82,Games,Poker Chips & Sets,Sunnyvale,California,cash
2671,11-25-2011,4009570,13.67,Gymnastics,Springboards,Des Moines,Iowa,cash
2672,10-25-2011,4004579,161.23,Water Sports,Boating,McKinney,Texas,credit
2673,08-23-2011,4001106,154.93,Winter Sports,Snowmobiling,Dayton,Ohio,credit
2674,11-20-2011,4006112,67.65,Racquet Sports,Squash,Milwaukee,Wisconsin,credit
2675,07-29-2011,4002817,174.95,Indoor Games,Darts,New York,New York,credit
2676,05-26-2011,4000534,76.27,Combat Sports,Wrestling,Salt Lake City,Utah,credit
2677,01-26-2011,4007494,58.08,Gymnastics,Balance Beams,Coral Springs,Florida,credit
2678,11-14-2011,4005764,146.49,Puzzles,Jigsaw Puzzles,Berkeley,California,credit
2679,12-15-2011,4002115,64.85,Outdoor Recreation,Track & Field,Jacksonville ,Florida,credit
2680,09-03-2011,4001425,193.38,Outdoor Recreation,Running,Charlotte,North Carolina,credit
2681,01-28-2011,4004963,177.3,Water Sports,Boating,Miami,Florida,credit
2682,02-09-2011,4003577,138.02,Water Sports,Swimming,Overland Park,Kansas,credit
2683,11-26-2011,4007358,172.58,Team Sports,Hockey,Orlando,Florida,credit
2684,11-23-2011,4000403,138.27,Exercise & Fitness,Medicine Balls,Brownsville,Texas,credit
2685,06-10-2011,4006038,171.52,Games,Dominoes,Reno,Nevada,credit
2686,10-15-2011,4001004,87.35,Outdoor Play Equipment,Swing Sets,Hartford,Connecticut,credit
2687,11-09-2011,4007381,193.89,Jumping,Trampoline Accessories,Birmingham,Alabama,credit
2688,03-23-2011,4002512,105.48,Outdoor Recreation,Deck Shuffleboard,Springfield,Illinois,credit
2689,03-09-2011,4008404,154.58,Indoor Games,Foosball,Detroit,Michigan,credit
2690,12-20-2011,4001818,68.37,Games,Dominoes,Irving,Texas,credit
2691,03-04-2011,4001008,36.92,Exercise & Fitness,Jump Ropes,Salem,Oregon,cash
2692,04-30-2011,4002778,184.59,Winter Sports,Downhill Skiing,Memphis,Tennessee,credit
2693,02-07-2011,4007080,126.7,Outdoor Recreation,Riding Scooters,Salem,Oregon,credit
2694,02-23-2011,4000878,169.29,Outdoor Recreation,Geocaching,Fremont,California,credit
2695,05-25-2011,4003993,170.73,Team Sports,Cheerleading,Cincinnati,Ohio,credit
2696,02-01-2011,4006260,123.44,Water Sports,Scuba Diving & Snorkeling,Everett,Washington,credit
2697,06-11-2011,4001222,53.53,Team Sports,Field Hockey,Sacramento,California,credit
2698,08-22-2011,4001333,182.16,Games,Dominoes,Vancouver,Washington,credit
2699,07-02-2011,4009053,65.39,Combat Sports,Boxing,Cincinnati,Ohio,credit
2700,01-03-2011,4006853,123.23,Team Sports,Softball,Milwaukee,Wisconsin,credit
2701,03-20-2011,4000752,29.71,Team Sports,Baseball,Montgomery,Alabama,credit
2702,07-10-2011,4007106,112.28,Indoor Games,Bowling,Los Angeles,California,credit
2703,07-04-2011,4007008,175.94,Team Sports,Football,Denver  ,Colorado,credit
2704,12-10-2011,4002160,135.75,Outdoor Recreation,Tetherball,Buffalo,New York,credit
2705,01-10-2011,4000672,186.57,Racquet Sports,Squash,Birmingham,Alabama,credit
2706,10-26-2011,4004640,160.26,Gymnastics,Balance Beams,Santa Ana,California,credit
2707,11-26-2011,4002712,83.01,Air Sports,Hang Gliding,Las Vegas,Nevada,credit
2708,12-07-2011,4004565,10.12,Exercise & Fitness,Cardio Machine Accessories,Cincinnati,Ohio,credit
2709,08-22-2011,4005051,85.56,Team Sports,Curling,Lexington,Kentucky,credit
2710,07-14-2011,4004022,174.68,Jumping,Trampoline Accessories,Oklahoma City,Oklahoma,credit
2711,12-25-2011,4006292,16.15,Exercise & Fitness,Abdominal Equipment,Gilbert,Arizona,credit
2712,09-12-2011,4003856,113.79,Outdoor Recreation,Golf,Sacramento,California,credit
2713,03-22-2011,4006155,11.97,Winter Sports,Downhill Skiing,Birmingham,Alabama,credit
2714,11-15-2011,4008446,22.66,Outdoor Play Equipment,Lawn Water Slides,Oakland,California,credit
2715,04-17-2011,4001793,61.04,Water Sports,Surfing,Chicago,Illinois,credit
2716,06-24-2011,4002922,116.78,Gymnastics,Gymnastics Mats,San Antonio,Texas,credit
2717,09-27-2011,4005532,145.11,Team Sports,Curling,Lowell,Massachusetts,credit
2718,10-09-2011,4007322,172.82,Outdoor Recreation,Skateboarding,Atlanta,Georgia,credit
2719,08-16-2011,4001523,29.51,Games,Mahjong,Orange,California,credit
2720,05-29-2011,4007326,83,Games,Portable Electronic Games,Kansas City,Kansas,credit
2721,03-15-2011,4003328,68.4,Outdoor Play Equipment,Lawn Water Slides,Long Beach,California,credit
2722,04-16-2011,4005455,126.48,Outdoor Recreation,Tetherball,Oklahoma City,Oklahoma,credit
2723,05-10-2011,4003702,101.42,Outdoor Recreation,Lawn Games,Cambridge,Massachusetts,credit
2724,06-26-2011,4006390,43.47,Jumping,Trampolines,Gilbert,Arizona,credit
2725,02-13-2011,4000796,19.47,Gymnastics,Springboards,Kansas City,Kansas,credit
2726,02-23-2011,4007147,137.74,Team Sports,Football,Phoenix,Arizona,credit
2727,05-14-2011,4005656,19.68,Outdoor Recreation,Track & Field,Salem,Oregon,credit
2728,08-27-2011,4001345,108.8,Jumping,Bungee Jumping,Minneapolis,Minnesota,credit
2729,02-24-2011,4002769,177.24,Racquet Sports,Tennis,Flint,Michigan,credit
